2021 Suburbs and Localities (SAL) Code,2021 Suburbs and Localities (SAL) Name,Score of Index of Relative Socio-economic Disadvantage,Decile of Index of Relative Socio-economic Disadvantage,Score of Index of Relative Socio-economic Advantage and Disadvantage,Decile of Index of Relative Socio-economic Advantage and Disadvantage,Score of Index of Economic Resources,Decile of Index of Economic Resources,Score of Index of Education and Occupation,Decile of Index of Education and Occupation,Usual Resident Population,State
60393,Mella,1004,5,964,4,1001,4,932,3,97,TAS
60394,Melrose (Tas.),1051,8,1001,6,1045,7,962,5,94,TAS
60395,Melton Mowbray,939,2,906,2,990,4,906,2,68,TAS
60396,Memana,985,4,958,4,971,3,981,6,94,TAS
60397,Mengha,914,2,887,1,960,2,892,2,151,TAS
60399,Merseylea,998,5,968,4,1018,5,953,4,71,TAS
60401,Miandetta (Tas.),966,3,919,2,969,3,899,2,1822,TAS
60402,Middlesex (Tas.),934,2,914,2,927,1,957,4,9,TAS
60403,Middleton (Tas.),1057,8,1020,7,1024,5,1033,8,287,TAS
60404,Midway Point,996,4,952,4,981,3,941,4,3384,TAS
60405,Miena,891,1,868,1,905,1,863,1,127,TAS
60406,Milabena,907,1,928,3,962,2,987,6,77,TAS
60408,Moina,934,2,914,2,927,1,957,4,33,TAS
60409,Mole Creek,923,2,903,2,969,3,884,1,528,TAS
60410,Molesworth (Tas.),1010,5,953,4,1015,5,915,2,683,TAS
60411,Moltema,966,3,960,4,980,3,995,6,89,TAS
60412,Montagu,1004,5,964,4,1001,4,932,3,83,TAS
60413,Montagu Bay,1021,6,994,6,968,3,1021,8,718,TAS
60414,Montana,952,2,933,3,1006,4,952,4,57,TAS
60415,Montello,884,1,869,1,885,1,878,1,1241,TAS
60416,Montrose (Tas.),964,3,929,3,939,2,921,3,2313,TAS
60417,Montumana,986,4,963,4,991,4,997,6,46,TAS
60418,Moogara,864,1,860,1,948,2,852,1,67,TAS
60419,Moonah,946,2,944,3,903,1,976,5,5884,TAS
60420,Mooreville,1039,7,980,5,1064,8,928,3,378,TAS
60421,Moorina (Tas.),769,1,810,1,873,1,876,1,11,TAS
60422,Moorleah,985,4,938,3,1026,6,912,2,161,TAS
60423,Morass Bay,950,2,914,2,987,3,891,2,13,TAS
60424,Moriarty,987,4,960,4,1046,7,948,4,245,TAS
60425,Mornington (Tas.),946,2,919,2,924,1,925,3,2469,TAS
60426,Mount Direction,1024,6,969,4,1045,7,924,3,248,TAS
60428,Mount Hicks,1000,5,958,4,1018,5,976,5,356,TAS
60429,Mount Lloyd,864,1,860,1,948,2,852,1,78,TAS
60430,Mount Nelson,1047,8,1056,9,987,3,1111,10,2749,TAS
60432,Mount Rumney,1081,10,1049,9,1097,9,1034,8,303,TAS
60433,Mount Seymour,884,1,865,1,968,3,887,2,78,TAS
60434,Mount Stuart (Tas.),1069,9,1076,10,1006,4,1115,10,2444,TAS
60436,Mountain River,1064,9,1027,8,1070,8,1034,8,606,TAS
60437,Mowbray (Tas.),846,1,853,1,847,1,882,1,4048,TAS
60438,Murdunna,936,2,921,2,932,2,978,5,325,TAS
60439,Musselroe Bay,898,1,890,2,935,2,911,2,28,TAS
60440,Myalla (Tas.),978,3,937,3,1017,5,909,2,66,TAS
60441,Myrtle Bank (Tas.),991,4,936,3,1003,4,944,4,36,TAS
60442,Nabageena,914,2,894,2,1002,4,896,2,34,TAS
60443,Nabowla,928,2,886,1,993,4,895,2,131,TAS
60444,Naracoopa,1002,5,977,5,1002,4,1012,7,91,TAS
60445,National Park,841,1,828,1,883,1,889,2,80,TAS
60446,Natone,1002,5,958,4,1024,5,923,3,288,TAS
60447,Needles,980,4,943,3,1017,5,926,3,50,TAS
60448,Neika,1034,7,1039,8,1010,5,1132,10,200,TAS
60449,Nelson Bay (Tas.),980,4,962,4,986,3,959,5,4,TAS
60450,New Norfolk,873,1,848,1,905,1,833,1,6037,TAS
60451,New Town (Tas.),1009,5,1019,7,943,2,1057,9,6781,TAS
60452,Newnham,871,1,873,1,902,1,884,1,7073,TAS
60453,Newstead (Tas.),1010,5,997,6,975,3,1028,8,5617,TAS
60454,Nicholls Rivulet,1010,5,982,5,1004,4,1049,9,369,TAS
60455,Nietta,878,1,882,1,941,2,942,4,63,TAS
60456,Nile,957,3,921,2,976,3,912,2,121,TAS
60457,Nook,1017,6,968,4,1037,6,932,3,201,TAS
60458,North Bruny,1038,7,1010,7,1019,5,1042,8,122,TAS
60459,North Hobart,1018,6,1045,9,906,1,1093,10,2600,TAS
60460,North Lilydale,986,4,952,4,985,3,948,4,82,TAS
60461,North Motton,988,4,936,3,1019,5,873,1,425,TAS
60462,North Scottsdale,987,4,971,5,1014,5,933,3,145,TAS
60463,Northdown,1005,5,951,3,1027,6,885,2,265,TAS
60464,Norwood (Tas.),1013,5,981,5,995,4,983,6,3869,TAS
60465,Notley Hills,1064,9,997,6,1067,8,942,4,63,TAS
60466,Nowhere Else,1003,5,967,4,1042,7,952,4,49,TAS
60467,Nubeena,834,1,830,1,903,1,875,1,576,TAS
60468,Nugara,1036,7,1001,6,1034,6,989,6,109,TAS
60469,Nugent,989,4,938,3,1009,5,921,3,117,TAS
60470,Nunamara,991,4,957,4,1044,7,966,5,305,TAS
60471,Oakdowns,1040,7,993,6,999,4,982,6,1897,TAS
60472,Oaks,1059,8,1019,7,1083,9,976,5,24,TAS
60473,Oatlands (Tas.),884,1,869,1,925,1,878,1,728,TAS
60474,Ocean Vista,963,3,940,3,954,2,952,4,322,TAS
60475,Old Beach,1044,7,994,6,1043,7,958,4,4394,TAS
60476,Oldina,956,3,948,3,997,4,993,6,145,TAS
60478,Opossum Bay,1032,7,1003,6,1015,5,1041,8,383,TAS
60479,Orford (Tas.),984,4,952,4,967,3,954,4,685,TAS
60480,Orielton,1052,8,987,6,1082,9,901,2,430,TAS
60481,Osmaston,1020,6,995,6,1038,6,970,5,96,TAS
60482,Osterley (Tas.),891,1,868,1,905,1,863,1,17,TAS
60483,Otago,1083,10,1062,9,1103,10,1019,8,596,TAS
60484,Ouse,903,1,890,2,917,1,918,3,326,TAS
60485,Oyster Cove (Tas.),1024,6,1008,7,1034,6,1039,8,330,TAS
60486,Palana,985,4,958,4,971,3,981,6,23,TAS
60487,Paloona,1051,8,1001,6,1045,7,962,5,84,TAS
60488,Paradise (Tas.),1011,5,983,5,1018,5,977,5,126,TAS
60489,Parattah,884,1,865,1,968,3,887,2,147,TAS
60490,Park Grove,1046,7,1009,7,1017,5,995,6,2613,TAS
60491,Parkham,946,2,930,3,985,3,934,3,111,TAS
60492,Parklands (Tas.),1008,5,982,5,958,2,1007,7,865,TAS
60494,Patersonia,991,4,936,3,1003,4,944,4,97,TAS
60495,Pawleena,989,4,938,3,1009,5,921,3,112,TAS
60496,Pawtella,972,3,968,4,1030,6,978,5,33,TAS
60497,Pearshape,985,4,948,3,960,2,937,3,5,TAS
60498,Pegarah,1002,5,977,5,1002,4,1012,7,147,TAS
60499,Pelham (Tas.),901,1,882,1,952,2,884,2,24,TAS
60500,Pelverata,1007,5,969,4,1042,7,983,6,265,TAS
60501,Penguin,978,3,945,3,986,3,947,4,4132,TAS
60502,Penna,1043,7,1001,6,1077,9,978,5,437,TAS
60503,Perth (Tas.),993,4,936,3,1001,4,901,2,3472,TAS
60504,Petcheys Bay,1033,7,1006,7,1017,5,1053,9,194,TAS
60505,Pioneer (Tas.),769,1,810,1,873,1,876,1,79,TAS
60506,Pipers Brook,937,2,919,2,981,3,880,1,109,TAS
60507,Pipers River,961,3,926,2,1005,4,900,2,433,TAS
60508,Plenty (Tas.),987,4,926,2,1030,6,900,2,66,TAS
60509,Poatina,1003,5,987,6,983,3,992,6,118,TAS
60510,Police Point,967,3,946,3,973,3,963,5,76,TAS
60511,Pontville,1022,6,970,5,1075,9,899,2,675,TAS
60512,Pontypool,932,2,918,2,984,3,913,2,53,TAS
60513,Port Arthur (Tas.),934,2,876,1,942,2,870,1,247,TAS
60514,Port Huon,974,3,950,3,971,3,951,4,492,TAS
60516,Port Sorell,994,4,939,3,992,4,916,3,2221,TAS
60517,Powranna,957,3,921,2,976,3,912,2,30,TAS
60518,Premaydena,981,4,950,3,987,3,968,5,139,TAS
60519,Preolenna,907,1,928,3,962,2,987,6,58,TAS
60520,Preservation Bay,1027,6,992,6,1044,7,990,6,100,TAS
60521,Preston (Tas.),878,1,882,1,941,2,942,4,149,TAS
60522,Primrose Sands,904,1,872,1,917,1,873,1,1209,TAS
60523,Promised Land,1003,5,967,4,1042,7,952,4,32,TAS
60524,Prospect (Tas.),988,4,952,4,953,2,939,3,1908,TAS
60525,Prospect Vale,986,4,948,3,962,2,923,3,5433,TAS
60526,Punchbowl (Tas.),910,2,895,2,858,1,921,3,491,TAS
60527,Pyengana,898,1,874,1,973,3,903,2,96,TAS
60528,Quamby Bend,1020,6,995,6,1038,6,970,5,28,TAS
60529,Quamby Brook,956,3,940,3,963,2,997,6,111,TAS
60530,Queens Domain,-,-,-,-,-,-,1110,10,31,TAS
60531,Queenstown (Tas.),862,1,843,1,878,1,826,1,1808,#N/A
60532,Quoiba,972,3,929,3,995,4,884,2,427,TAS
60533,Railton,885,1,855,1,944,2,835,1,1079,TAS
60534,Raminea,875,1,870,1,914,1,924,3,40,TAS
60535,Randalls Bay,947,2,939,3,940,2,1020,8,53,TAS
60536,Ranelagh,1015,5,965,4,1019,5,944,4,1484,TAS
60537,Ranga,986,4,959,4,954,2,986,6,34,TAS
60538,Ravenswood (Tas.),718,1,736,1,775,1,761,1,3804,TAS
60539,Recherche,875,1,870,1,914,1,924,3,16,TAS
60540,Red Hills,980,4,943,3,1017,5,926,3,124,TAS
60541,Redpa,954,3,933,3,983,3,950,4,106,TAS
60542,Reedy Marsh,962,3,932,3,1023,5,893,2,199,TAS
60543,Reekara,1036,7,1001,6,1034,6,989,6,23,TAS
60544,Relbia,1111,10,1091,10,1129,10,1052,9,691,TAS
60546,Retreat (Tas.),937,2,919,2,981,3,880,1,18,TAS
60547,Reynolds Neck,891,1,868,1,905,1,863,1,9,TAS
60548,Rheban,965,3,939,3,978,3,944,4,22,TAS
60549,Rhyndaston,908,1,877,1,958,2,875,1,73,TAS
60550,Riana,997,5,946,3,1030,6,907,2,313,TAS
60551,Richmond (Tas.),1041,7,1009,7,1027,6,1014,7,1583,TAS
60552,Ridgeway,1086,10,1079,10,1059,8,1091,10,222,TAS
60553,Ridgley,980,4,914,2,1019,5,845,1,645,TAS
60554,Ringarooma,921,2,888,1,934,2,892,2,337,TAS
60555,Risdon,1020,6,981,5,1019,5,955,4,209,TAS
60556,Risdon Vale,865,1,837,1,892,1,826,1,3171,TAS
60557,Riverside (Tas.),1019,6,991,6,997,4,1003,7,7326,TAS
60558,Robigana,1044,7,1026,8,1018,5,1050,9,111,TAS
60559,Rocherlea,592,1,643,1,708,1,699,1,1033,TAS
60560,Roches Beach,1063,9,1047,9,1125,10,1001,7,220,TAS
60561,Rocky Cape,909,1,894,2,959,2,901,2,211,TAS
60562,Rocky Hills,932,2,918,2,984,3,913,2,8,TAS
60563,Roger River,914,2,894,2,1002,4,896,2,51,TAS
60564,Rokeby (Tas.),898,1,880,1,907,1,886,2,4211,TAS
60565,Roland,1003,5,967,4,1042,7,952,4,88,TAS
60566,Romaine,982,4,934,3,984,3,903,2,1850,TAS
60567,Rose Bay (Tas.),1048,8,1032,8,1001,4,1046,9,1188,TAS
60568,Rosebery (Tas.),800,1,804,1,861,1,833,1,752,TAS
60569,Rosegarland,956,3,916,2,1007,4,877,1,92,TAS
60570,Rosetta,975,3,949,3,962,2,945,4,2833,TAS
60571,Rosevale (Tas.),960,3,919,2,995,4,918,3,132,TAS
60572,Rosevears,1030,6,1011,7,1028,6,1061,9,365,TAS
60573,Rosny,1085,10,1078,10,1039,6,1096,10,842,TAS
60575,Ross (Tas.),943,2,912,2,951,2,892,2,410,TAS
60576,Rossarden,851,1,844,1,879,1,862,1,48,TAS
60577,Round Hill (Tas.),867,1,855,1,915,1,837,1,100,TAS
60578,Rowella,1003,5,965,4,1005,4,958,4,179,TAS
60579,Royal George,851,1,844,1,879,1,862,1,59,TAS
60580,Runnymede (Tas.),954,3,927,3,1011,5,939,3,77,TAS
60581,Rushy Lagoon,898,1,890,1,935,2,911,2,29,TAS
60582,Saltwater River,981,4,950,3,987,3,968,5,131,TAS
60583,Sandfly,1044,7,1018,7,1027,6,1015,7,336,TAS
60584,Sandford (Tas.),1072,9,1034,8,1101,10,1013,7,2046,TAS
60585,Sandy Bay,1058,8,1083,10,987,3,1114,10,12315,TAS
60586,Sassafras (Tas.),1038,7,980,5,1053,7,961,5,352,TAS
60588,Scamander,947,2,912,2,937,2,907,2,803,TAS
60590,Scopus,1004,5,964,4,1001,4,932,3,56,TAS
60591,Scotchtown,1019,6,964,4,1063,8,899,2,274,TAS
60592,Scottsdale,900,1,866,1,933,2,841,1,2408,TAS
60594,Selbourne,960,3,919,2,995,4,918,3,68,TAS
60595,Seven Mile Beach,1093,10,1068,9,1091,9,1044,8,1467,TAS
60596,Seymour (Tas.),923,2,920,2,943,2,940,4,31,TAS
60598,Shearwater,991,4,946,3,973,3,929,3,2051,TAS
60599,Sheffield,902,1,875,1,933,2,856,1,1602,TAS
60600,Shorewell Park,723,1,746,1,772,1,786,1,2150,TAS
60601,Sidmouth,991,4,954,4,1007,4,934,3,411,TAS
60602,Simpsons Bay,944,2,927,2,936,2,947,4,49,TAS
60603,Sisters Beach,979,4,951,3,992,4,945,4,511,TAS
60604,Sisters Creek,978,3,937,3,1017,5,909,2,161,TAS
60605,Sloping Main,981,4,950,3,987,3,968,5,67,TAS
60606,Smithton,914,2,881,1,938,2,848,1,3934,TAS
60607,Snug,1012,5,973,5,1008,4,964,5,1440,TAS
60608,Somerset (Tas.),905,1,876,1,926,1,867,1,4067,TAS
60609,Sorell,975,3,934,3,969,3,914,2,3597,TAS
60610,Sorell Creek,1037,7,973,5,1026,6,909,2,95,TAS
60611,South Arm (Tas.),1031,7,990,6,1020,5,994,6,963,TAS
60612,South Bruny,944,2,927,2,936,2,947,4,98,TAS
60613,South Burnie,912,2,889,1,917,1,927,3,348,TAS
60614,South Forest,914,2,887,1,960,2,892,2,100,TAS
60615,South Hobart,1050,8,1063,9,971,3,1128,10,5886,TAS
60616,South Launceston,969,3,958,4,914,1,988,6,4894,TAS
60617,South Mount Cameron,898,1,890,1,935,2,911,2,8,TAS
60618,South Nietta,878,1,882,1,941,2,942,4,9,TAS
60619,South Preston,878,1,882,1,941,2,942,4,21,TAS
60620,South Riana,968,3,948,3,1009,5,961,5,212,TAS
60621,South Spreyton,1033,7,975,5,1070,8,921,3,576,TAS
60622,South Springfield,963,3,926,2,1013,5,903,2,30,TAS
60623,Southport (Tas.),875,1,870,1,914,1,924,3,149,TAS
60626,Spalford,1049,8,996,6,1057,7,949,4,55,TAS
60627,Sprent,1030,6,981,5,1036,6,950,4,160,TAS
60628,Spreyton,991,4,939,3,1013,5,902,2,1876,TAS
60629,Spring Beach,965,3,939,3,978,3,944,4,129,TAS
60630,Springfield (Tas.),963,3,926,2,1013,5,903,2,224,TAS
60631,Squeaking Point,1000,5,942,3,1024,5,895,2,337,TAS
60632,St Helens (Tas.),894,1,868,1,915,1,883,1,2206,TAS
60633,St Leonards (Tas.),974,3,940,3,995,4,926,3,2351,TAS
60634,St Marys (Tas.),887,1,848,1,909,1,856,1,738,TAS
60635,Stanley (Tas.),992,4,941,3,979,3,912,2,595,TAS
60636,Staverton,934,2,914,2,927,1,957,4,98,TAS
60637,Steppes,950,2,914,2,987,3,891,2,4,TAS
60638,Stieglitz,917,2,879,1,919,1,892,2,595,TAS
60639,Stonehenge (Tas.),972,3,968,4,1030,6,978,5,17,TAS
60640,Stonor,884,1,865,1,968,3,887,2,47,TAS
60642,Stony Rise,1010,5,963,4,1021,5,938,3,728,TAS
60643,Stoodley,994,4,962,4,1018,5,944,4,48,TAS
60644,Stormlea,957,3,948,3,956,2,981,6,21,TAS
60645,Stowport,1006,5,960,4,1026,6,918,3,446,TAS
60646,Strahan,950,2,916,2,943,2,878,1,697,TAS
60647,Strathblane,875,1,870,1,914,1,924,3,150,TAS
60649,Strickland,891,1,868,1,905,1,863,1,24,TAS
60652,Sulphur Creek,1042,7,988,6,1053,7,929,3,707,TAS
60653,Summerhill,972,3,926,2,966,3,903,2,3139,TAS
60654,Sunnyside (Tas.),994,4,962,4,1018,5,944,4,110,TAS
60655,Surges Bay,967,3,946,3,973,3,963,5,163,TAS
60656,Surprise Bay,985,4,948,3,960,2,937,3,4,TAS
60657,Surveyors Bay,967,3,946,3,973,3,963,5,56,TAS
60658,Swan Bay (Tas.),1095,10,1047,9,1101,10,1014,7,457,TAS
60659,Swan Point,1008,5,975,5,1027,6,979,5,300,TAS
60660,Swansea (Tas.),930,2,897,2,959,2,889,2,997,TAS
60661,Swanston,972,3,968,4,1030,6,978,5,4,TAS
60662,Table Cape,1043,7,993,6,1037,6,958,4,87,TAS
60663,Takone,930,2,884,1,981,3,857,1,80,TAS
60664,Talawa,956,3,943,3,959,2,955,4,61,TAS
60665,Taranna,902,1,886,1,932,2,915,2,167,TAS
60666,Targa,991,4,936,3,1003,4,944,4,39,TAS
60667,Tarleton,990,4,929,3,1049,7,882,1,377,TAS
60668,Taroona,1069,9,1076,10,1032,6,1135,10,3121,TAS
60669,Tarraleah,891,1,868,1,905,1,863,1,4,TAS
60670,Tayene,991,4,936,3,1003,4,944,4,25,TAS
60671,Tea Tree,1058,8,1006,7,1062,8,966,5,464,TAS
60672,Telita,987,4,971,5,1014,5,933,3,38,TAS
60674,Tewkesbury,962,3,906,2,1009,5,880,1,81,TAS
60675,The Gardens (Tas.),964,3,931,3,993,4,940,4,16,TAS
60676,Thirlstane,1010,5,970,5,1013,5,987,6,108,TAS
60677,Tiberias,884,1,865,1,968,3,887,2,6,TAS
60678,Tinderbox,1089,10,1080,10,1080,9,1084,10,392,TAS
60679,Tods Corner,950,2,914,2,987,3,891,2,14,TAS
60680,Togari,954,3,933,3,983,3,950,4,92,TAS
60681,Toiberry,1022,6,1001,6,1025,5,990,6,28,TAS
60682,Tolmans Hill,1120,10,1140,10,1146,10,1146,10,647,TAS
60683,Tomahawk,898,1,890,1,935,2,911,2,54,TAS
60684,Tonganah,963,3,926,2,1013,5,903,2,25,TAS
60685,Tooms Lake,1037,7,1028,8,993,4,1046,9,9,TAS
60686,Tranmere (Tas.),1099,10,1089,10,1087,9,1064,9,2218,TAS
60687,Travellers Rest,1078,9,1033,8,1103,10,979,5,348,TAS
60688,Trenah,956,3,943,3,959,2,955,4,6,TAS
60689,Trevallyn,1034,7,1015,7,993,4,1048,9,4826,TAS
60690,Triabunna,879,1,857,1,931,2,841,1,905,TAS
60691,Trial Harbour,965,3,914,2,1033,6,821,1,21,TAS
60692,Trowutta,914,2,894,2,1002,4,896,2,88,TAS
60693,Tugrah,1051,8,1012,7,1066,8,982,6,470,TAS
60694,Tulendeena,987,4,971,5,1014,5,933,3,14,TAS
60695,Tullah,894,1,856,1,876,1,810,1,202,TAS
60696,Tunbridge,969,3,932,3,1007,4,939,4,123,TAS
60697,Tunnack,922,2,880,1,991,4,877,1,212,TAS
60698,Tunnel,992,4,937,3,1028,6,904,2,92,TAS
60699,Turners Beach,1009,5,965,4,1006,4,956,4,1966,TAS
60700,Turners Marsh,998,5,954,4,1055,7,905,2,265,TAS
60701,Tyenna (Tas.),831,1,817,1,872,1,884,1,29,TAS
60702,Ulverstone,927,2,894,2,926,1,887,2,6653,TAS
60703,Underwood (Tas.),1052,8,1006,7,1069,8,1002,7,391,TAS
60704,Upper Blessington,999,5,963,4,1015,5,971,5,60,TAS
60705,Upper Burnie,874,1,853,1,856,1,851,1,1891,TAS
60706,Upper Castra,994,4,950,3,1017,5,993,6,85,TAS
60707,Upper Esk,835,1,848,1,913,1,900,2,25,TAS
60708,Upper Natone,1002,5,958,4,1024,5,923,3,111,TAS
60709,Upper Scamander,973,3,918,2,981,3,911,2,60,TAS
60710,Upper Stowport,1002,5,958,4,1024,5,923,3,99,TAS
60711,Upper Woodstock,1007,5,969,4,1042,7,983,6,66,TAS
60712,Uxbridge,864,1,860,1,948,2,852,1,40,TAS
60713,Verona Sands,899,1,893,2,913,1,944,4,131,TAS
60714,Victoria Valley (Tas.),891,1,868,1,905,1,863,1,18,TAS
60715,Waddamana,891,1,868,1,905,1,863,1,3,TAS
60717,Waratah (Tas.),820,1,792,1,890,1,775,1,249,TAS
60718,Warrane,831,1,842,1,833,1,877,1,2695,TAS
60719,Warrentinna,987,4,971,5,1014,5,933,3,5,TAS
60720,Waterhouse,898,1,890,1,935,2,911,2,100,TAS
60721,Waterloo (Tas.),967,3,957,4,992,4,983,6,104,TAS
60722,Wattle Grove (Tas.),1048,8,1030,8,1056,7,1053,9,135,TAS
60723,Wattle Hill (Tas.),989,4,938,3,1009,5,921,3,176,TAS
60724,Waverley (Tas.),794,1,781,1,835,1,771,1,1583,TAS
60725,Wayatinah,903,1,890,2,917,1,918,3,18,TAS
60726,Weegena,969,3,962,4,982,3,994,6,89,TAS
60727,Weetah,946,2,930,3,985,3,934,3,75,TAS
60728,Weldborough,898,1,874,1,973,3,903,2,33,TAS
60730,Wesley Vale,1006,5,943,3,1015,5,888,2,483,TAS
60732,West Hobart,1062,9,1079,10,984,3,1125,10,6525,TAS
60733,West Kentish,1003,5,967,4,1042,7,952,4,160,TAS
60734,West Launceston,1016,6,994,6,972,3,1026,8,4316,TAS
60735,West Montagu,1004,5,964,4,1001,4,932,3,39,TAS
60736,West Moonah,951,2,944,3,921,1,955,4,4522,TAS
60737,West Mooreville,1039,7,980,5,1064,8,928,3,121,TAS
60738,West Pine,1029,6,985,5,1024,5,953,4,142,TAS
60739,West Ridgley,962,3,906,2,1009,5,880,1,124,TAS
60740,West Scottsdale,928,2,886,1,993,4,895,2,57,TAS
60741,West Takone,930,2,884,1,981,3,857,1,6,TAS
60742,West Ulverstone,899,1,873,1,929,2,866,1,4515,TAS
60743,Westbury (Tas.),953,2,916,2,969,3,907,2,2272,TAS
60744,Western Creek (Tas.),985,4,958,4,1007,4,956,4,128,TAS
60745,Western Junction,1045,7,1029,8,1063,8,1011,7,128,TAS
60746,Westerway,897,1,874,1,984,3,863,1,210,TAS
60747,Westwood (Tas.),1059,8,1019,7,1083,9,976,5,88,TAS
60748,Weymouth,987,4,944,3,986,3,937,3,111,TAS
60749,White Beach,951,2,925,2,951,2,947,4,311,TAS
60750,White Hills (Tas.),999,5,963,4,1015,5,971,5,172,TAS
60751,Whitefoord,972,3,968,4,1030,6,978,5,46,TAS
60752,Whitemark,985,4,958,4,971,3,981,6,308,TAS
60753,Whitemore,989,4,976,5,1046,7,995,6,197,TAS
60754,Wickham (Tas.),1036,7,1001,6,1034,6,989,6,11,TAS
60755,Wilburville,950,2,914,2,987,3,891,2,23,TAS
60756,Wilmot,910,2,884,1,954,2,867,1,287,TAS
60757,Wiltshire,962,3,914,2,979,3,898,2,32,TAS
60758,Windermere (Tas.),1103,10,1062,9,1063,8,1060,9,252,TAS
60760,Winkleigh,1013,5,968,4,1038,6,958,4,189,TAS
60761,Winnaleah,888,1,879,1,927,1,955,4,225,TAS
60762,Wivenhoe,867,1,855,1,915,1,837,1,235,TAS
60763,Woodbridge (Tas.),1067,9,1038,8,1039,6,1065,9,547,TAS
60764,Woodbury (Tas.),962,3,922,2,1008,4,928,3,31,TAS
60765,Woodsdale,954,3,927,3,1011,5,939,3,84,TAS
60766,Woodstock (Tas.),1007,5,969,4,1042,7,983,6,35,TAS
60767,Woolnorth,980,4,962,4,986,3,959,5,161,TAS
60768,Wyena,992,4,937,3,1028,6,904,2,22,TAS
60769,Wynyard,917,2,890,2,929,2,890,2,6296,TAS
60770,Yambacoona,1036,7,1001,6,1034,6,989,6,41,TAS
60771,Yarra Creek,985,4,948,3,960,2,937,3,19,TAS
60772,Yolla,972,3,927,3,977,3,936,3,286,TAS
60773,York Plains (Tas.),972,3,968,4,1030,6,978,5,69,TAS
60774,York Town,937,2,915,2,1013,5,908,2,78,TAS
60775,Youngtown,980,4,942,3,971,3,927,3,4315,TAS
60776,Zeehan,816,1,807,1,866,1,802,1,722,TAS
70001,Acacia Hills (NT),1001,5,991,6,1037,6,963,5,711,TAS
